N,P,K,temperature,humidity,ph,rainfall,label
21,7,38,18.69,89.68,6.83,120.28,pomegranate
68,53,55,32.71,88.74,6.83,154.74,papaya
8,80,15,19.47,20.71,5.98,86.03,kidneybeans
105,23,21,26.61,66.72,6.5,184.44,coffee
24,10,44,21.17,93.61,6.5,110.87,pomegranate
17,61,17,30.04,86.78,7.08,43.33,mungbean
44,49,46,32.84,84.89,6.74,158.87,papaya
26,64,19,20.12,24.55,5.13,100.9,kidneybeans
20,54,18,28.73,49.56,6.04,70.15,mothbeans
22,13,29,24.23,97.11,6.43,192.96,coconut
21,55,25,24.17,63.49,6.47,53.08,lentil
13,7,42,20.03,89.1,6.01,112.8,pomegranate
19,25,33,30.71,57.96,6.39,81.63,mango
11,70,16,27.92,62.62,6.64,42.55,lentil
29,82,20,27.19,62.79,7.03,87.05,blackgram
110,88,58,26.06,73.57,5.85,108.13,banana
92,10,53,27.91,80.53,6.43,54.47,watermelon
116,70,55,28.35,71.42,6.81,104.04,banana
104,14,52,29.2,86.62,6.82,46.76,watermelon
20,12,7,21.12,93.05,7.1,117.61,orange
73,56,22,26.19,67.92,6.06,98.86,maize
16,75,20,23.55,53.48,6.44,33.59,lentil
88,89,51,29.1,81.62,6.04,79.11,banana
24,64,19,20.05,16.24,5.8,99.65,kidneybeans
55,62,46,32.24,87.68,6.54,174.43,papaya
8,54,19,30.9,79.52,5.75,52.79,mungbean
24,9,30,27.82,91.48,6.17,145.85,coconut
124,42,20,22.16,87.58,6.53,98.48,cotton
16,9,45,28.56,86.27,6.63,99.39,pomegranate
42,53,50,33.66,96.63,6.92,104.39,papaya
85,51,17,22.4,64.98,5.74,112.55,maize
134,50,18,25.6,82.83,7.01,83.99,cotton
22,144,206,21.1,87.14,5.67,111.1,apple
25,128,188,26.37,85.55,5.53,57.96,grapes
103,20,35,27.15,60.41,7.21,169.05,coffee
84,31,30,27.06,54.83,6.99,176.88,coffee
100,7,48,25.5,80.87,6.36,53.88,watermelon
59,60,42,26.21,74.62,7.02,180.5,jute
40,71,13,27.6,69.44,7.09,68.53,blackgram
16,20,27,33.67,49.87,6.05,119.97,mango
121,33,17,23.41,81.04,6.88,64.44,cotton
83,60,39,26.63,68.9,6.75,232.61,rice
25,8,7,21.58,89.1,7.17,92.57,orange
24,130,210,22.19,85.22,6.12,63.21,grapes
33,68,18,31.32,70.13,7.18,86.19,blackgram
16,49,18,27.69,81.57,6.27,51.46,mungbean
82,13,40,25.99,87.66,6.06,40.76,watermelon
90,49,20,19.78,68.73,6.46,122.45,maize
7,66,23,22.71,58.06,6.73,21.0,lentil
22,77,16,21.36,25.58,5.27,114.79,kidneybeans
25,133,180,15.94,82.45,5.91,60.23,grapes
80,46,32,22.66,80.29,6.26,225.16,rice
18,13,9,19.59,98.53,6.45,98.92,orange
36,73,84,18.68,21.43,6.66,77.1,chickpea
18,145,217,20.16,78.5,6.51,58.64,grapes
101,10,50,26.36,90.42,6.3,24.03,muskmelon
15,136,196,21.73,89.56,5.77,114.8,apple
13,61,24,26.54,58.18,7.14,53.41,lentil
19,51,22,29.47,43.07,6.69,61.95,mothbeans
18,50,18,26.31,45.08,6.61,53.59,mothbeans
76,47,17,21.61,60.58,6.13,115.68,maize
37,51,83,16.02,17.18,7.08,100.41,chickpea
21,8,36,22.18,88.36,7.05,90.96,pomegranate
98,8,42,23.79,85.59,6.6,51.49,watermelon
14,11,11,20.19,96.56,6.91,132.95,orange
13,60,22,30.18,45.69,6.74,35.67,mothbeans
85,48,22,22.34,65.39,5.4,103.74,maize
24,75,24,26.29,48.85,5.34,132.15,pigeonpeas
12,6,34,23.49,87.91,6.54,104.29,pomegranate
28,73,19,25.45,56.15,5.61,172.57,pigeonpeas
21,131,221,26.41,78.11,5.52,75.79,grapes
20,39,15,26.52,53.96,7.18,52.43,mothbeans
26,81,21,18.24,27.96,5.64,104.97,kidneybeans
23,70,19,28.79,44.31,6.87,54.6,mothbeans
76,48,48,22.91,81.02,6.93,185.4,jute
16,132,204,22.16,93.91,5.69,119.15,apple
121,50,16,20.31,75.9,7.43,85.01,cotton
21,60,20,21.57,51.15,6.95,46.16,lentil
89,33,29,25.56,50.47,7.11,172.55,coffee
104,69,53,25.89,80.06,5.97,85.93,banana
26,150,202,25.03,82.61,6.21,68.8,grapes
11,46,19,29.75,85.23,6.89,57.03,mungbean
53,72,53,36.46,88.86,6.9,147.33,papaya
67,45,25,23.78,62.14,6.43,110.99,maize
99,29,36,26.45,59.0,6.51,173.42,coffee
96,12,50,26.91,79.68,5.32,52.84,watermelon
5,66,15,29.91,53.89,6.19,170.42,pigeonpeas
43,76,14,30.82,63.62,7.03,74.59,blackgram
12,42,22,28.11,82.68,6.71,32.54,mungbean
35,48,79,21.35,19.78,7.29,98.54,chickpea
15,75,18,27.27,46.82,6.7,133.58,pigeonpeas
81,53,42,23.95,78.05,6.64,286.46,rice
89,27,27,27.61,55.39,6.79,170.14,coffee
100,26,34,23.38,59.95,6.55,149.78,coffee
79,44,20,24.65,59.87,6.25,79.5,maize
16,7,8,18.4,89.64,7.58,121.03,orange
100,7,45,29.9,94.54,6.48,32.58,muskmelon
22,129,216,24.44,93.24,6.02,119.86,apple
45,54,50,33.02,91.18,7.2,168.07,papaya
39,70,16,29.56,68.05,6.53,72.01,blackgram
91,15,51,25.72,84.25,6.59,52.8,watermelon
35,67,81,16.88,18.27,6.86,79.78,chickpea
6,10,8,19.31,90.34,6.83,109.28,orange
18,6,35,24.11,90.41,6.33,117.65,pomegranate
50,62,49,30.71,93.54,7.38,151.14,papaya
18,120,191,19.47,93.65,5.98,84.42,apple
15,79,22,19.11,20.56,5.89,116.95,kidneybeans
19,55,18,21.78,23.73,5.95,110.75,kidneybeans
105,14,52,25.71,82.04,6.66,71.56,watermelon
81,46,49,23.11,88.88,6.81,138.29,jute
19,26,30,29.2,49.03,6.1,104.63,mango
18,9,45,24.05,89.48,6.83,115.36,pomegranate
40,65,22,28.77,64.71,7.36,73.42,blackgram
111,51,22,24.42,75.99,7.14,73.97,cotton
22,79,21,16.99,25.16,5.5,104.24,kidneybeans
15,14,17,26.72,97.34,5.97,166.9,coconut
71,43,44,24.16,79.35,6.65,232.91,rice
20,68,20,26.34,65.09,6.56,43.84,lentil
83,49,24,22.75,62.85,6.25,98.15,maize
38,68,78,17.2,17.51,7.13,63.64,chickpea
92,14,50,29.82,87.5,6.66,31.51,muskmelon
22,12,7,24.37,95.38,6.97,140.03,orange
24,9,40,21.13,93.64,6.13,119.12,pomegranate
42,72,72,20.29,15.55,7.04,104.18,chickpea
28,60,21,24.33,66.29,6.96,47.65,lentil
71,62,19,19.64,65.64,5.93,102.61,maize
24,58,22,20.03,19.14,5.68,120.29,kidneybeans
26,11,32,28.23,94.2,5.98,156.95,coconut
75,11,57,28.73,88.91,6.15,33.85,muskmelon
105,10,52,23.88,89.67,6.8,36.55,watermelon
26,36,21,26.53,40.92,6.89,60.09,mothbeans
71,44,14,21.6,52.88,5.57,101.41,maize
83,56,22,23.42,64.65,5.54,96.44,maize
31,46,19,29.99,56.52,6.14,32.14,mothbeans
27,63,83,15.99,17.88,6.59,87.0,chickpea
48,65,15,31.49,63.98,7.01,86.08,blackgram
83,60,38,25.97,83.96,7.5,177.9,jute
59,51,53,31.6,92.32,7.01,135.11,papaya
14,73,16,21.33,23.39,5.28,99.84,kidneybeans
112,10,54,28.52,95.17,6.42,25.07,muskmelon
16,10,8,21.51,92.24,7.01,121.42,orange
46,61,18,29.09,56.02,6.9,77.33,blackgram
23,68,14,22.78,63.36,6.87,61.81,lentil
59,52,22,21.35,52.04,5.98,95.88,maize
12,40,20,27.84,45.1,6.61,56.96,mothbeans
21,9,36,17.4,91.12,6.94,101.13,pomegranate
7,40,24,26.84,42.13,6.72,70.68,mothbeans
96,7,51,25.87,86.17,6.19,33.99,watermelon
105,9,51,25.93,88.37,6.7,51.93,watermelon
15,44,21,29.2,80.51,6.55,60.74,mungbean
77,48,32,22.41,82.55,6.15,241.27,rice
86,12,48,27.63,91.9,6.31,29.47,muskmelon
23,66,17,29.26,53.61,5.63,167.11,pigeonpeas
67,49,30,20.84,82.98,6.72,235.14,rice
99,26,32,26.71,49.7,6.83,208.72,coffee
22,46,18,30.07,40.89,6.41,46.02,mothbeans
44,84,80,17.04,16.45,7.41,70.31,chickpea
127,82,53,23.44,87.51,6.23,97.74,banana
20,45,19,28.42,43.03,6.39,36.11,mothbeans
41,83,74,17.14,18.54,7.05,85.26,chickpea
14,73,24,23.87,58.79,7.39,55.06,lentil
98,10,53,26.72,84.0,6.6,54.8,watermelon
25,22,32,31.47,48.33,6.15,108.19,mango
93,48,42,27.69,76.88,6.7,175.32,jute
33,64,43,33.49,91.06,7.0,148.42,papaya
22,76,15,26.66,60.19,7.24,49.3,lentil
61,62,41,34.51,88.51,7.22,132.66,papaya
104,10,49,27.12,88.7,6.04,44.03,watermelon
36,67,93,15.49,17.76,7.14,96.29,chickpea
16,56,21,25.41,82.3,6.82,58.38,mungbean
102,12,51,26.43,93.95,6.43,19.65,muskmelon
16,71,25,19.62,24.16,5.41,95.65,kidneybeans
16,58,18,26.89,85.38,6.91,48.58,mungbean
52,71,48,32.69,93.6,6.27,141.45,papaya
10,70,14,27.36,43.16,6.79,158.23,pigeonpeas
16,48,20,28.96,46.66,6.07,45.67,mothbeans
102,24,28,27.34,63.34,6.46,129.38,coffee
22,53,20,27.85,87.96,6.9,53.07,mungbean
115,11,56,26.71,79.47,6.89,51.35,watermelon
22,123,224,21.19,85.43,6.07,72.52,grapes
40,59,65,19.37,19.71,6.29,64.85,chickpea
98,13,43,26.57,79.99,6.25,37.87,watermelon
20,28,23,32.61,53.16,6.07,109.2,mango
19,8,8,22.59,92.34,6.86,105.9,orange
18,13,9,19.92,94.04,6.91,119.31,orange
73,49,39,23.06,85.07,6.73,214.08,rice
77,41,35,21.87,81.61,6.6,238.3,rice
10,107,196,24.24,78.62,5.56,75.61,grapes
88,43,23,22.9,75.38,5.92,116.04,maize
26,44,17,24.06,48.52,7.62,52.77,mothbeans
26,70,18,22.6,58.29,6.4,50.48,lentil
121,46,13,24.04,81.51,6.85,62.68,cotton
74,45,35,22.61,83.89,6.73,202.34,rice
25,127,193,21.03,91.83,5.98,113.1,apple
15,15,9,19.49,90.92,6.61,131.51,orange
17,113,207,27.32,82.83,5.66,70.45,grapes
24,69,15,25.89,49.63,5.97,179.45,pigeonpeas
19,8,30,28.26,93.19,5.76,187.99,coconut
93,13,28,24.92,56.75,6.96,177.52,coffee
23,14,10,24.38,89.96,7.09,129.94,orange
16,4,8,19.09,92.69,6.8,126.67,orange
17,65,22,21.84,18.26,5.82,99.36,kidneybeans
132,46,18,22.44,77.56,6.38,69.13,cotton
98,12,47,27.16,77.83,6.19,59.79,watermelon
107,74,50,28.37,69.67,6.64,100.75,banana
123,78,43,26.19,80.07,6.17,96.13,banana
98,4,45,30.29,83.78,6.66,27.61,muskmelon
17,11,15,25.49,91.76,7.2,118.66,orange
18,117,208,21.55,75.53,5.85,79.81,grapes
30,45,17,28.99,80.99,7.14,47.17,mungbean
25,84,15,16.24,27.61,5.92,96.98,kidneybeans
25,126,213,24.12,83.34,6.17,53.95,grapes
74,54,34,24.56,89.21,5.76,206.09,rice
64,44,44,23.93,75.77,6.55,241.56,rice
52,61,46,32.51,92.22,7.53,149.52,papaya
20,48,19,30.38,47.58,6.35,46.06,mothbeans
40,68,23,30.67,72.39,6.7,71.36,blackgram
81,50,49,25.4,79.12,6.23,244.76,rice
24,51,20,29.27,86.62,7.09,62.95,mungbean
23,63,19,18.01,14.31,5.74,146.19,kidneybeans
31,64,23,30.03,58.82,7.38,77.31,blackgram
16,49,14,27.41,79.54,6.74,59.94,mungbean
62,50,38,22.15,85.06,6.81,257.94,rice
11,60,21,27.93,59.51,6.93,59.52,lentil
90,78,44,25.36,73.56,5.73,126.29,banana
23,57,23,20.52,20.89,5.84,83.36,kidneybeans
86,47,35,23.65,78.61,6.79,225.59,rice
52,50,60,32.56,93.97,7.03,142.91,papaya
71,48,21,21.05,65.93,5.9,80.83,maize
23,63,20,20.59,21.3,5.56,99.64,kidneybeans
88,88,51,29.63,79.92,5.74,101.8,banana
32,63,84,19.59,16.28,6.89,74.12,chickpea
60,63,80,21.58,23.02,7.62,98.13,chickpea
18,33,28,32.36,49.43,5.78,89.34,mango
118,9,51,28.37,89.53,6.79,22.36,muskmelon
99,6,43,23.49,82.83,6.61,42.04,watermelon
43,66,21,29.87,57.75,7.02,80.49,blackgram
103,79,45,25.52,78.93,4.92,94.48,banana
76,47,44,25.9,77.92,6.76,168.62,jute
92,23,21,25.64,55.16,7.09,131.05,coffee
21,3,20,28.64,93.91,5.7,200.42,coconut
124,60,20,24.29,80.09,7.53,74.47,cotton
16,50,20,30.39,41.71,7.09,55.9,mothbeans
54,76,77,21.06,17.2,7.26,87.27,chickpea
23,47,16,30.62,82.05,6.42,48.22,mungbean
43,52,49,35.84,91.98,6.67,122.12,papaya
15,31,20,29.59,47.39,6.62,48.41,mothbeans
113,46,20,22.02,77.93,7.03,80.7,cotton
24,47,23,25.75,87.6,7.26,54.2,mungbean
93,9,56,30.24,92.68,6.03,20.2,muskmelon
76,87,54,23.83,80.88,6.14,103.9,banana
22,126,196,25.04,95.89,5.92,100.54,apple
100,62,38,25.44,85.23,6.91,201.05,rice
99,7,52,28.42,90.49,6.63,18.75,muskmelon
77,45,26,23.39,80.85,6.71,285.47,rice
17,44,22,28.18,81.79,7.2,41.44,mungbean
89,10,53,23.2,88.31,6.39,62.58,watermelon
125,55,19,25.95,69.81,6.68,82.46,cotton
39,70,82,19.79,18.67,7.03,77.04,chickpea
75,8,58,24.55,83.53,6.42,38.79,watermelon
18,66,20,20.17,15.34,5.73,97.23,kidneybeans
119,7,55,25.33,84.61,6.04,47.15,watermelon
19,7,29,22.33,95.86,5.96,168.28,coconut
22,60,17,24.71,48.43,7.47,54.42,lentil
18,116,202,20.95,84.0,6.88,62.13,grapes
20,7,9,21.87,91.52,6.79,100.42,orange
85,43,21,24.45,68.11,5.57,79.09,maize
83,42,44,24.11,86.06,6.69,205.13,rice
95,43,20,22.47,70.94,7.21,82.04,maize
38,65,81,20.13,19.58,6.83,77.49,chickpea
86,44,41,23.53,82.49,6.27,230.74,rice
11,44,19,27.2,42.08,6.64,52.69,mothbeans
85,50,55,25.74,81.36,6.21,181.81,rice
96,14,54,26.24,80.48,6.49,44.1,watermelon
22,6,36,29.86,93.55,6.06,187.85,coconut
76,53,22,20.93,58.34,5.47,97.62,maize
82,53,23,22.89,68.55,6.16,111.6,maize
22,58,22,22.64,54.33,6.66,44.14,lentil
37,65,17,26.09,61.66,7.06,56.52,blackgram
89,35,18,23.25,72.83,6.17,81.67,maize
82,64,44,22.85,88.01,6.38,168.86,rice
78,43,35,27.39,87.32,7.16,184.85,jute
26,8,30,27.37,96.24,6.0,178.8,coconut
15,49,23,29.17,45.94,6.9,47.59,mothbeans
16,10,33,24.36,100.0,6.01,177.84,coconut
19,7,39,21.86,87.56,6.06,137.08,pomegranate
88,42,26,24.46,63.38,5.2,124.36,maize
31,59,84,21.92,16.69,6.95,81.05,chickpea
90,8,44,24.6,83.78,6.53,33.85,watermelon
22,65,19,28.98,40.45,6.53,141.45,pigeonpeas
105,6,57,21.78,82.95,6.47,54.12,watermelon
18,55,23,22.83,59.71,6.98,52.0,lentil
88,8,39,27.2,89.1,6.49,21.63,muskmelon
92,53,34,22.45,84.45,6.13,251.39,rice
82,26,29,26.99,47.65,6.81,170.27,coffee
23,84,16,23.82,61.16,7.11,44.4,lentil
30,70,13,29.82,65.08,7.24,79.74,blackgram
105,5,58,26.95,91.33,6.4,22.17,muskmelon
77,56,20,22.8,63.18,6.18,94.62,maize
15,66,21,27.81,47.07,6.09,154.29,pigeonpeas
80,54,31,24.59,78.69,6.67,207.1,rice
16,49,22,24.77,49.5,7.17,45.85,mothbeans
105,6,49,27.83,92.77,5.96,31.26,muskmelon
100,7,51,26.01,89.17,6.49,19.92,muskmelon
17,135,203,23.0,81.96,5.61,55.03,grapes
15,14,46,20.57,88.11,5.71,87.78,pomegranate
91,12,50,20.46,86.29,6.62,50.2,watermelon
81,58,38,22.66,79.37,6.55,186.89,jute
133,41,24,27.25,70.25,7.03,74.0,cotton
121,35,16,28.11,82.3,6.78,86.27,cotton
33,64,18,28.4,63.26,7.23,59.46,blackgram
16,3,33,21.54,86.61,6.48,93.88,pomegranate
23,75,18,20.25,27.86,5.65,94.12,kidneybeans
43,66,84,20.87,24.77,7.17,84.89,chickpea
45,67,53,33.13,88.53,6.95,129.73,papaya
36,59,78,17.88,19.34,7.39,100.94,chickpea
82,12,54,27.16,86.12,6.57,60.32,watermelon
115,13,52,32.31,89.07,6.87,20.17,muskmelon
88,43,24,27.1,63.19,6.02,111.8,maize
99,36,36,27.42,61.79,6.41,173.26,coffee
22,51,21,28.66,84.81,7.42,61.84,mungbean
49,60,81,20.45,18.5,7.06,95.02,chickpea
40,62,48,33.31,96.84,6.59,145.9,papaya
101,28,21,26.22,63.79,7.14,173.37,coffee
81,46,37,22.41,81.84,6.34,208.61,rice
115,13,42,28.95,94.21,6.49,21.85,muskmelon
82,48,36,27.79,85.17,5.89,235.59,rice
85,47,42,24.03,75.91,6.84,207.98,jute
120,50,19,23.43,74.79,7.03,68.16,cotton
24,59,21,26.96,54.23,5.15,138.02,pigeonpeas
40,66,20,28.98,54.48,7.61,71.55,blackgram
95,13,51,28.4,92.75,6.35,17.42,muskmelon
22,13,31,27.96,95.31,6.21,143.46,coconut
84,46,43,26.55,80.83,6.43,277.38,rice
25,13,13,22.78,89.99,6.58,109.4,orange
19,24,25,32.17,43.33,5.7,100.0,mango
15,39,22,28.9,56.57,6.09,79.61,mango
86,12,57,27.62,88.58,5.56,20.1,muskmelon
88,30,41,25.04,74.61,6.84,240.15,rice
26,122,213,26.12,95.64,6.03,105.02,apple
14,51,20,30.42,81.05,6.71,36.35,mungbean
40,79,42,35.4,93.29,6.45,143.14,papaya
95,83,52,28.42,85.89,6.12,84.37,banana
34,69,20,30.3,57.94,7.24,72.4,blackgram
101,13,46,30.5,89.65,6.05,29.09,muskmelon
19,152,178,25.08,93.97,5.86,134.44,apple
17,10,32,24.73,97.47,6.19,206.17,coconut
54,56,50,32.39,92.45,7.26,159.53,papaya
24,65,14,25.65,57.81,5.89,135.13,pigeonpeas
97,45,25,24.59,80.67,6.01,201.68,jute
23,144,203,22.11,86.06,6.01,111.07,apple
16,131,191,20.38,88.47,6.47,123.33,apple
72,41,20,20.54,67.04,5.52,105.44,maize
26,41,21,27.94,84.21,6.64,41.54,mungbean
22,132,200,24.36,90.02,5.83,109.82,apple
22,84,19,25.68,59.47,7.58,32.53,lentil
14,131,174,25.99,84.61,6.13,58.79,grapes
95,48,48,20.74,73.48,6.48,241.52,rice
94,9,55,24.28,87.39,6.5,48.23,watermelon
26,69,22,26.95,61.69,6.56,59.76,lentil
16,126,212,18.67,97.33,6.15,109.37,apple
23,129,191,19.45,86.26,6.24,62.93,grapes
34,48,84,19.97,16.16,7.02,87.74,chickpea
79,42,18,21.86,67.12,6.41,81.39,maize
101,93,43,27.79,75.99,5.85,92.95,banana
14,66,19,21.2,24.01,5.58,111.23,kidneybeans
28,12,5,27.02,96.73,7.01,129.84,orange
16,39,31,29.83,58.26,6.63,94.5,mango
105,23,26,25.95,54.53,6.93,116.78,coffee
48,49,47,35.01,94.07,6.74,155.25,papaya
11,138,225,24.68,78.74,5.95,58.81,grapes
16,132,201,18.69,76.56,6.12,71.35,grapes
20,7,27,26.56,94.53,6.56,182.56,coconut
110,48,19,27.34,82.49,6.45,61.03,cotton
68,54,46,23.36,87.02,6.61,210.65,rice
16,71,21,26.08,46.44,5.96,122.07,pigeonpeas
38,76,19,31.01,63.41,6.69,68.77,blackgram
28,65,76,19.14,21.02,6.44,81.73,chickpea
21,65,19,22.08,67.96,7.15,59.64,lentil
27,83,20,22.02,26.02,5.58,102.72,kidneybeans
13,139,191,22.2,87.99,6.0,105.08,apple
30,5,30,18.5,92.7,6.84,102.31,pomegranate
22,8,40,20.87,90.39,5.79,82.55,pomegranate
69,49,42,25.88,75.67,6.08,181.94,jute
88,10,44,26.79,91.18,5.98,22.62,muskmelon
14,74,24,28.89,51.42,5.6,123.06,pigeonpeas
81,40,38,24.31,77.86,7.4,166.19,jute
77,44,27,25.77,82.72,7.28,159.23,jute
28,35,33,30.99,33.79,5.92,94.97,mango
17,10,47,20.92,93.22,6.93,131.51,pomegranate
19,52,18,30.44,43.62,7.48,32.52,mothbeans
32,72,25,27.4,55.73,6.96,70.16,blackgram
81,53,47,21.02,92.67,5.91,225.45,rice
13,60,15,27.17,67.74,6.93,62.21,lentil
35,55,22,27.24,62.82,6.92,69.3,blackgram
16,33,21,24.34,41.86,5.97,49.14,mothbeans
11,123,199,23.06,85.02,5.58,72.61,grapes
103,7,44,21.37,88.67,6.38,51.57,watermelon
24,55,24,26.8,87.38,6.89,45.26,mungbean
114,36,25,24.21,78.53,6.88,57.3,cotton
51,58,44,33.89,95.08,6.74,149.02,papaya
99,11,48,21.1,88.81,6.56,46.2,watermelon
26,24,26,35.74,54.89,4.85,86.52,mango
115,73,41,29.21,68.63,5.94,151.77,banana
16,66,18,15.59,24.69,6.18,119.77,kidneybeans
20,53,15,29.46,79.72,6.95,40.37,mungbean
104,7,58,31.59,93.81,6.71,25.32,muskmelon
26,14,23,30.02,95.76,6.05,207.3,coconut
21,72,22,19.34,20.16,5.47,97.62,kidneybeans
16,9,40,17.06,86.5,6.17,122.33,pomegranate
43,68,20,25.23,68.73,7.04,74.28,blackgram
40,67,19,31.49,66.63,7.68,61.48,blackgram
115,4,47,21.25,85.09,6.58,65.91,watermelon
93,81,50,23.17,72.64,6.1,93.94,banana
19,8,44,20.29,89.4,6.92,133.09,pomegranate
102,32,30,28.07,54.69,6.46,166.16,coffee
47,54,53,31.66,94.55,6.86,144.32,papaya
103,52,43,27.35,80.09,7.04,189.36,jute
16,10,30,27.53,92.09,6.03,146.47,coconut
18,11,11,20.77,87.47,7.99,107.88,orange
26,13,34,28.09,94.28,5.56,170.98,coconut
92,7,50,23.37,86.26,6.75,55.34,watermelon
14,126,209,23.52,92.79,6.28,104.57,apple
55,62,49,34.58,89.14,6.55,145.93,papaya
94,15,45,26.47,86.72,6.17,22.48,muskmelon
107,10,47,30.49,93.58,6.07,25.25,muskmelon
120,44,20,25.47,86.83,7.09,66.64,cotton
19,125,215,24.06,82.16,6.31,66.25,grapes
95,42,50,22.99,85.42,6.58,157.58,jute
77,37,41,26.1,83.63,6.9,169.58,jute
22,128,211,19.98,80.93,6.66,70.68,grapes
19,56,18,23.9,58.21,6.58,39.03,lentil
82,50,37,22.52,79.84,6.62,217.37,rice
18,25,33,28.38,44.61,5.94,104.34,mango
19,72,19,24.07,60.29,6.56,46.57,lentil
21,133,217,21.17,89.43,5.64,112.74,apple
26,49,18,26.51,77.77,6.9,55.78,mungbean
13,8,29,28.01,92.98,5.77,185.21,coconut
92,35,37,23.51,82.23,6.36,248.69,rice
96,36,13,23.38,62.49,5.79,100.63,maize
15,25,29,35.28,51.19,5.46,98.31,mango
22,14,46,20.13,92.46,6.21,120.44,pomegranate
118,55,22,22.03,74.95,6.92,91.05,cotton
22,60,15,24.71,58.41,7.05,49.2,lentil
107,14,51,27.99,86.89,6.28,29.12,muskmelon
24,13,15,17.19,88.31,6.76,102.95,orange
11,140,237,22.15,87.69,5.89,56.28,grapes
10,39,24,31.72,47.48,6.3,70.96,mothbeans
95,31,34,26.23,66.35,6.53,150.26,coffee
18,72,16,19.95,21.48,5.87,104.46,kidneybeans
30,76,20,22.09,22.43,5.81,104.73,kidneybeans
110,82,47,26.51,79.16,6.18,125.62,banana
99,10,52,24.9,92.59,6.43,47.69,watermelon
14,65,24,26.05,59.21,6.92,44.0,lentil
35,65,21,23.2,61.48,6.7,45.89,lentil
99,28,34,24.01,53.77,7.17,150.75,coffee
22,67,18,25.32,54.17,6.37,109.09,pigeonpeas
55,64,46,33.85,89.45,6.81,149.96,papaya
49,52,55,29.74,91.02,6.79,145.24,papaya
25,9,10,21.76,93.71,6.8,124.91,orange
23,43,22,26.04,92.26,6.7,44.04,mungbean
78,48,17,21.17,57.99,6.9,71.34,maize
111,16,51,29.7,95.11,6.22,25.91,muskmelon
24,32,33,30.24,46.47,5.28,96.26,mango
96,36,37,23.76,89.21,6.07,264.89,rice
45,67,21,28.69,64.76,7.21,101.13,blackgram
63,60,39,22.65,76.94,6.0,254.7,rice
64,34,23,27.38,71.92,6.43,98.92,maize
20,131,202,23.43,83.53,5.68,83.99,grapes
16,77,24,22.87,52.72,6.92,44.53,lentil
95,65,40,27.0,80.22,6.49,204.53,jute
111,54,25,26.76,73.28,7.26,70.05,cotton
96,23,36,28.12,53.58,6.75,157.13,coffee
96,81,52,29.17,78.33,6.46,72.96,banana
21,18,28,32.38,47.4,5.38,107.69,mango
117,8,57,28.06,82.0,6.81,43.49,watermelon
29,8,7,24.85,94.12,7.23,138.34,orange
98,11,46,25.96,87.33,6.28,57.81,watermelon
18,58,20,28.39,41.65,6.91,41.68,mothbeans
17,72,25,29.13,49.76,5.93,132.87,pigeonpeas
126,51,22,19.95,72.23,7.3,57.42,cotton
103,59,15,22.82,84.54,7.19,63.38,cotton
12,133,183,20.91,88.43,5.86,109.58,apple
17,54,16,22.47,21.53,5.64,112.4,kidneybeans
125,53,18,26.78,76.84,7.42,86.63,cotton
19,32,25,30.51,39.95,5.27,122.11,mango
71,49,40,21.21,83.79,6.67,262.49,rice
13,113,188,24.12,96.74,6.27,125.86,apple
25,127,203,22.02,78.95,5.3,59.45,grapes
19,108,203,23.2,92.4,5.11,91.02,apple
39,74,16,29.95,61.88,7.22,70.31,blackgram
19,13,51,18.62,89.32,5.79,112.89,pomegranate
46,57,49,33.6,92.38,6.97,142.41,papaya
62,40,22,20.54,63.88,6.42,75.47,maize
20,15,24,23.85,92.76,6.36,210.12,coconut
21,28,31,31.69,56.21,5.85,73.13,mango
24,127,171,21.53,92.13,6.37,101.48,apple
27,122,209,27.8,77.87,5.86,81.42,grapes
26,7,9,23.88,90.69,7.14,118.33,orange
22,13,39,18.66,92.53,6.73,80.87,pomegranate
13,57,20,27.79,46.93,6.06,171.77,pigeonpeas
16,11,40,23.37,92.33,6.51,96.54,pomegranate
91,86,45,26.57,87.71,6.3,118.53,banana
99,73,49,26.9,80.8,6.2,89.41,banana
21,57,17,31.12,40.35,7.45,46.27,mothbeans
32,63,18,27.03,60.91,6.66,65.88,blackgram
26,46,22,31.77,91.56,6.37,47.46,mungbean
56,59,80,21.32,16.76,7.14,64.06,chickpea
45,62,19,29.97,65.75,7.03,74.36,blackgram
95,31,28,27.35,50.14,6.31,152.17,coffee
125,53,24,25.77,79.2,6.66,105.02,cotton
19,25,30,36.77,55.77,6.27,101.53,mango
46,48,45,34.41,95.22,6.88,157.0,papaya
17,8,11,17.69,87.67,7.01,109.67,orange
111,49,17,24.05,83.75,6.98,74.14,cotton
17,6,41,16.15,84.75,6.45,111.24,pomegranate
14,139,194,25.31,86.2,5.52,64.34,grapes
89,74,53,25.77,73.26,5.82,104.52,banana
82,49,17,23.9,62.12,6.25,128.4,maize
21,7,28,28.89,95.4,5.39,155.47,coconut
22,59,21,25.9,54.81,7.46,81.52,mothbeans
19,25,36,32.03,46.08,5.61,111.82,mango
18,21,21,33.43,52.72,5.98,108.82,mango
23,123,178,19.9,87.61,6.3,87.28,apple
104,10,53,26.4,90.98,6.23,27.28,muskmelon
21,65,19,19.52,58.89,7.19,43.69,lentil
22,5,42,20.71,87.71,6.27,104.1,pomegranate
99,68,50,29.42,77.0,6.12,117.77,banana
